date,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2021-08-17,0,43,0,25,6,0,,0,0,78,0,78,1,78,0,78,1,78,0,78,0,78,0,78,0,78,0,87,0,87,3,87,0,87,1,87,0,87,0,87,0,87,0,87,0,81,0,81,4,81,0,81,2,81,1,81,0,81,0,81,0,81,0,66,0,66,15,66,0,66,6,66,2,66,0,66,0,66,0,66,0
2021-08-18,30,13,0,51,12,0,,0,0,72,0,72,0,72,0,72,1,72,0,72,0,72,0,72,0,72,0,88,0,88,1,88,0,88,3,88,1,88,0,88,0,88,0,88,0,65,1,65,1,65,0,65,3,65,1,65,0,65,0,65,0,65,0,49,2,49,4,49,0,49,13,49,4,49,0,49,0,49,0,49,0
2021-08-19,0,25,0,34,6,0,,0,0,64,0,64,1,64,0,64,1,64,0,64,0,64,0,64,0,64,0,79,0,79,2,79,0,79,2,79,0,79,0,79,0,79,0,79,0,64,0,64,2,64,0,64,2,64,1,64,0,64,0,64,0,64,0,46,0,46,9,46,0,46,9,46,2,46,0,46,0,46,0,46,0
2021-08-20,0,34,29,18,13,0,,0,0,61,0,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,67,0,67,2,67,1,67,1,67,1,67,0,67,0,67,0,67,0,53,0,53,3,53,1,53,1,53,1,53,0,53,0,53,0,53,0,48,0,48,12,48,5,48,5,48,5,48,0,48,0,48,0,48,0
2021-08-21,0,13,14,18,32,0,,0,0,60,0,60,0,60,0,60,0,60,1,60,0,60,0,60,0,60,0,79,0,79,1,79,0,79,1,79,2,79,0,79,0,79,0,79,0,41,0,41,1,41,1,41,1,41,3,41,0,41,0,41,0,41,0,59,0,59,5,59,2,59,5,59,11,59,0,59,0,59,0,59,0
2021-08-22,0,13,14,26,24,0,,0,0,72,0,72,0,72,0,72,1,72,1,72,0,72,0,72,0,72,0,97,0,97,1,97,0,97,1,97,2,97,0,97,0,97,0,97,0,81,0,81,1,81,1,81,2,81,2,81,0,81,0,81,0,81,0,52,0,52,4,52,2,52,7,52,9,52,0,52,0,52,0,52,0
2021-08-23,0,31,13,50,35,0,,48,0,71,0,71,1,71,0,71,1,71,1,71,0,71,0,71,0,71,0,88,0,88,2,88,0,88,3,88,3,88,0,88,0,88,0,88,0,81,0,81,3,81,1,81,3,81,3,81,0,81,0,81,1,81,0,52,0,52,11,52,2,52,13,52,13,52,0,52,0,52,2,52,0
2021-08-24,0,10,0,26,19,0,,0,0,62,0,62,0,62,0,62,1,62,1,62,0,62,0,62,0,62,0,81,0,81,1,81,0,81,1,81,1,81,0,81,0,81,0,81,0,74,0,74,1,74,0,74,2,74,2,74,0,74,0,74,0,74,0,56,0,56,3,56,0,56,7,56,7,56,0,56,0,56,0,56,0
2021-08-25,0,12,0,39,23,0,,0,0,74,0,74,0,74,0,74,1,74,1,74,0,74,0,74,0,74,0,88,0,88,1,88,0,88,2,88,2,88,0,88,0,88,0,88,0,69,0,69,1,69,0,69,3,69,2,69,0,69,0,69,0,69,0,46,0,46,4,46,0,46,10,46,8,46,0,46,0,46,0,46,0
2021-08-26,29,18,0,41,23,0,,47,0,66,0,66,1,66,0,66,1,66,1,66,0,66,0,66,0,66,0,82,0,82,1,82,0,82,2,82,2,82,0,82,0,82,0,82,0,69,1,69,2,69,0,69,3,69,2,69,0,69,0,69,1,69,0,67,2,67,6,67,0,67,10,67,8,67,0,67,0,67,2,67,0
